date,NAO,ENSO,v,Z_an,VPD_an,SKT_an,TP_an,SM_an,BA
12/19/2015,1.99,-0.9,-6.471795105,-122.02304,0.19034813,-0.2841555,-6.007111,-0.000314381,1.241667
12/27/2015,1.99,-0.9,1.192551402,589.4309,0.6817823,1.1463444,-1.7789624,-0.003206307,1.4111409
1/1/2016,-0.37,-3.6,-4.190514204,388.17606,0.80945265,1.4034301,-5.5794163,-0.004770504,2.437751
1/9/2016,-0.37,-3.6,0.341386382,116.851234,0.8676703,0.78929496,-4.444085,-0.005388289,3.0965705
1/17/2016,-0.37,-3.6,3.723411681,-151.31337,0.07398316,-0.2577293,-1.2563994,-0.0056431,4.8887854
1/25/2016,-0.37,-3.6,-7.357972782,59.058468,-0.22683151,0.60242903,0.44106928,-0.005303224,9.169071
2/2/2016,1.35,-3.2,3.332651656,278.2739,0.96953845,0.6422443,-4.0054717,-0.004128199,17.718737
2/10/2016,1.35,-3.2,-5.114838096,-43.441174,0.33453456,0.14648207,-2.0032566,-0.005423653,45.7065
2/18/2016,1.35,-3.2,9.09071968,488.4365,0.77399546,1.0710392,1.3734764,-0.005317491,24.313091
2/26/2016,1.35,-3.2,0.783937201,602.94684,-0.04671288,1.0239097,-2.508617,-0.007281218,23.739437
3/5/2016,0.37,-0.1,2.803201429,249.03505,-0.4766462,1.6423073,0.28950417,-0.006370208,56.32599
3/13/2016,0.37,-0.1,6.706035439,113.93591,-0.45804265,0.6299048,0.1715247,-0.001373208,44.18079
3/21/2016,0.37,-0.1,-1.014972285,174.64972,0.74622685,0.48862636,-1.6438088,0.001271693,30.689972
3/29/2016,0.37,-0.1,-0.605676894,417.5105,-0.1103982,1.0721701,0.34112665,0.003301703,66.21425
4/6/2016,0.26,-2,1.437870275,130.05229,0.34923902,0.8622015,-3.845774,0.00400371,50.028324
4/14/2016,0.26,-2,-1.652304634,265.5354,1.270564,0.6673125,-1.3490407,-0.000826318,26.576946
4/22/2016,0.26,-2,-2.645057423,-32.492516,1.4028143,0.28140697,-5.4646783,-0.004541919,41.855274
4/30/2016,0.26,-2,-0.274750278,185.5983,0.6848136,0.62020797,-7.781536,-0.006881872,27.742199
5/8/2016,-0.67,0.7,-1.111864431,373.25687,0.8387553,1.0708963,-2.7670417,-0.008194231,7.005417
5/16/2016,-0.67,0.7,-0.851257002,80.06061,0.86240894,0.6303523,11.197872,-0.009808445,1.5454739
5/24/2016,-0.67,0.7,-1.236784947,-82.220604,-0.58277285,0.09244672,-5.690101,-0.013249987,3.8027952
6/1/2016,-0.13,1.1,-0.692392337,173.84323,1.1561937,0.41688862,-5.083523,-0.013015564,1.7087436
6/9/2016,-0.13,1.1,-0.305764223,135.95018,0.8566704,0.51102906,-7.9641595,-0.015096318,0.08933254
6/17/2016,-0.13,1.1,0.296922564,-7.5194554,-0.24835841,0.35319895,3.763817,-0.019270971,0.862989
6/25/2016,-0.13,1.1,1.389020844,162.43071,0.2049345,0.43907413,12.87144,-0.02091464,1.7488846
7/3/2016,-1.72,0.7,-1.384187797,76.6239,-0.4872037,0.0660721,7.505225,-0.021588901,0.2639445
7/11/2016,-1.72,0.7,0.033487443,45.41356,-0.22892618,-0.08431458,-4.497816,-0.016893566,0.20329121
7/19/2016,-1.72,0.7,-0.196202698,82.56039,0.42909113,-0.025079262,-3.25848,-0.007479832,0.8861836
7/27/2016,-1.72,0.7,-1.531971271,225.41397,-0.24520348,-0.05727255,2.3675997,-0.003693266,0.58217233
8/4/2016,-2.24,1.2,0.125913361,18.782331,-0.28263584,-0.030346086,-0.16663502,-0.001675286,0.73339665
8/12/2016,-2.24,1.2,0.725288342,178.09842,0.27602023,0.14516123,-12.662196,0.002101933,0.6450297
8/20/2016,-2.24,1.2,1.909148505,27.242527,-0.22555928,0.21792127,-4.837106,0.003369102,0.46766263
8/28/2016,-2.24,1.2,1.576014019,186.14442,-0.42589658,-0.16966978,2.9903722,0.007138333,1.0022416
9/5/2016,0.74,2,-0.249518637,104.597046,0.51121086,0.042512618,-12.762198,0.015301885,0.22901474
9/13/2016,0.74,2,-0.039716479,10.808535,0.53115594,0.45600775,-1.7531086,0.014478028,3.167367
9/21/2016,0.74,2,-0.65612581,147.51607,0.30180493,0.23854396,1.1379685,0.016674226,10.277946
9/29/2016,0.74,2,-0.573091219,10.588487,-0.4571588,0.35861546,-4.7048073,0.014756665,8.740722
10/7/2016,0.96,-0.4,2.059177506,62.086334,-0.14337753,0.2269121,-1.1871217,0.01098736,116.093765
10/15/2016,0.96,-0.4,0.655467078,148.6461,0.5304936,0.21263927,-5.727727,0.010890357,15.474607
10/23/2016,0.96,-0.4,0.463553407,-81.0285,0.5246138,0.16198547,-8.199763,0.004024899,12.174429
10/31/2016,0.96,-0.4,-0.898730385,247.64484,0.54127854,0.48178393,3.9899185,-0.001088946,24.659027
11/8/2016,-0.31,-0.2,0.525254927,253.13347,0.7584297,0.29961225,-10.702193,-0.002834467,6.141051
11/16/2016,-0.31,-0.2,3.261360059,99.349945,0.2016447,0.5322539,-5.979672,-0.003856018,3.1402495
11/24/2016,-0.31,-0.2,2.74751583,17.854643,0.24810444,0.44744423,-4.0279202,-0.003173316,1.1087017
12/2/2016,0.35,0.5,-0.313596651,362.2764,0.15591761,1.2038924,5.6100082,-0.003710733,0.97562695
12/10/2016,0.35,0.5,4.245552367,-183.55185,0.36270317,1.2837303,-3.0912378,-0.005390053,0.8748068
12/18/2016,0.35,0.5,-2.76524392,316.85052,0.2801771,1.5778803,-3.6470516,-0.003594062,0.7364979
12/26/2016,0.35,0.5,-3.594903201,307.1489,0.24471875,1.8057356,-0.45300892,-0.0059986,0.2903119
1/1/2017,0.05,0.3,-5.227085467,34.621292,-0.003035393,0.8901135,6.027419,-0.005788701,1.1721601
1/9/2017,0.05,0.3,-3.286634796,-326.99905,0.21552677,-0.82339126,-1.5453066,-0.00447032,0.9926145
1/17/2017,0.05,0.3,2.694128341,-117.46874,-0.21450733,0.44095725,8.357377,-0.004064161,2.3698683
1/25/2017,0.05,0.3,4.540332404,379.39444,-0.5541987,1.0284551,5.2548127,0.000544479,17.387814
2/2/2017,0.69,-0.1,-5.190825496,351.82318,0.09419661,0.37269878,-0.27523538,0.00626653,25.782673
2/10/2017,0.69,-0.1,1.07206671,30.407541,0.44285408,0.44474998,-1.4690171,0.008738044,73.230804
2/18/2017,0.69,-0.1,2.02084621,642.0838,0.25162938,0.1552284,1.7857568,0.009593472,55.655636
2/26/2017,0.69,-0.1,2.693828472,-16.668499,0.2552047,-0.15530972,3.312522,0.008045276,47.069977
3/6/2017,0.37,1.5,1.210736968,-256.6371,-0.8816519,-0.8117155,2.8879035,0.005804871,41.769966
3/14/2017,0.37,1.5,2.115845698,-127.22185,-0.42226493,-1.1487383,-0.050389044,0.005969668,25.449196
3/22/2017,0.37,1.5,1.295552081,228.9213,0.12194238,0.2661979,-0.7392309,0.005540999,79.244316
3/30/2017,0.37,1.5,0.979550831,508.5614,0.096784376,0.5310431,3.9897425,0.006519822,59.522003
4/7/2017,1.74,-0.3,2.483743322,32.998707,1.586146,-0.25638923,0.9774696,0.007131066,41.580166
4/15/2017,1.74,-0.3,0.413540625,144.93475,1.0917137,0.5360562,2.2790318,0.000943266,13.634788
4/23/2017,1.74,-0.3,2.312935658,42.970688,-0.57222015,-0.16307075,-2.988603,-0.001391567,27.16056
5/1/2017,-1.72,0.4,0.298205862,12.343289,0.79642063,-0.21727158,-7.803332,-0.004894967,30.28027
5/9/2017,-1.72,0.4,0.415463689,169.73846,0.45321965,0.62891865,-0.39426172,-0.007440893,5.568665
5/17/2017,-1.72,0.4,-1.307758126,14.275514,0.38450998,0.6424942,-1.4551765,-0.007213104,1.7685808
5/25/2017,-1.72,0.4,-2.276404409,235.81851,0.352025,0.4643806,8.296415,-0.010791056,1.7819625
6/2/2017,0.35,-0.7,-1.299528894,88.88374,-0.3192949,-0.38786766,2.1678762,-0.012120602,0.34413293
6/10/2017,0.35,-0.7,0.128026109,-80.01093,0.31792155,0.027095642,-4.2751336,-0.016504671,0.06916359
6/18/2017,0.35,-0.7,-1.811200401,172.25333,-0.03402328,0.05438453,-3.250043,-0.018446721,0.039371062
6/26/2017,0.35,-0.7,-0.925807822,122.40591,-0.7679164,-0.24977376,5.697569,-0.019045519,0.03145403
7/4/2017,1.28,1.3,-0.259256277,-12.031784,0.36514264,-0.057578973,-2.1370566,-0.014451452,0.895706
7/12/2017,1.28,1.3,-1.087784564,78.07278,-0.70666367,-0.111156896,5.8142867,-0.013332148,0.16659991
7/20/2017,1.28,1.3,0.221563772,-14.410105,-0.39970124,-0.20480083,3.0082583,-0.005021127,0.155473
7/28/2017,1.28,1.3,0.171876103,273.0425,0.18373005,0.24616581,-14.012784,0.001007169,0.006132622
8/5/2017,-1.53,0.9,1.498434387,95.36673,0.38077465,0.17140749,-0.216567,0.001574636,0.018239787
8/13/2017,-1.53,0.9,0.746339118,117.50715,0.10532976,0.1745673,-0.13244839,0.00482527,0.00934915
8/21/2017,-1.53,0.9,-0.346111194,-80.882835,-0.38416094,0.008459277,6.2469063,0.005476141,0.014056061
8/29/2017,-1.53,0.9,1.334571122,-50.630867,-0.033624597,-0.0903559,-2.665645,0.006307052,0.06193555
9/6/2017,-0.45,1,1.150912624,82.26231,0.33392513,0.2503879,-2.66781,0.012823181,0.259212
9/14/2017,-0.45,1,1.131649066,44.38543,0.42597994,0.32506076,5.407393,0.012815782,2.17953
9/22/2017,-0.45,1,2.170751917,-23.358755,0.35516265,0.5344551,-0.19827712,0.013733867,7.1938357
9/30/2017,-0.45,1,0.057090449,229.44603,0.24579461,0.35683125,-1.7184169,0.00999225,17.633713
10/8/2017,0.71,1.5,0.490582865,18.000648,0.23596665,0.7754302,7.156925,0.005909552,39.418873
10/16/2017,0.71,1.5,-2.277171654,-10.656108,0.4924056,0.69590855,2.0329235,0.009090813,12.725308
10/24/2017,0.71,1.5,-1.690769964,198.40863,0.62721795,0.6393279,-7.8500223,0.007392377,9.9365835
11/1/2017,-0.14,1.5,-0.047253362,135.2148,0.5228228,0.66442156,-5.3046174,0.00360269,25.97404
11/9/2017,-0.14,1.5,-0.683898803,-80.83878,0.11108333,0.6168115,3.1902068,-0.000733772,12.697891
11/17/2017,-0.14,1.5,5.790474824,-184.402,0.08066882,0.041980322,-4.8072658,-0.002583643,10.70757
11/25/2017,-0.14,1.5,-1.24099566,96.26921,0.19839682,-0.15827744,8.43234,-0.003330899,1.0983893
12/3/2017,0.73,-0.2,7.314935782,-38.141605,-0.004944271,-0.08391321,5.854897,-0.002937746,0.86832315
12/11/2017,0.73,-0.2,6.240967697,-115.185165,-0.22479683,0.36266947,-5.697431,-0.002174334,0.38670588
12/19/2017,0.73,-0.2,8.208851045,410.2708,0.4644612,0.972779,-4.743513,-0.002707568,0.5914592
12/27/2017,0.73,-0.2,-1.358567303,193.94543,0.37321287,0.5860833,-1.1237022,-0.004666157,0.23185891
1/1/2018,1.17,1.8,-0.81171061,-284.72318,0.27663195,-0.08841511,0.681178,-0.004782856,1.9295348
1/9/2018,1.17,1.8,6.401768815,236.953,0.13640799,0.79247516,-3.5519254,-0.00398855,2.5739734
1/17/2018,1.17,1.8,2.078465194,-4.4615655,0.41633618,0.98288137,-1.7011275,-0.005307483,3.0149238
1/25/2018,1.17,1.8,-2.684255131,-105.99884,0.024482643,0.478457,-0.28343397,-0.006945685,3.9120789
2/2/2018,1.34,-0.8,3.116174563,43.118343,0.13801369,0.27107438,-0.26561454,-0.00805702,17.143934
2/10/2018,1.34,-0.8,7.916877639,-201.23238,-0.34034547,0.52335477,-1.5055522,-0.008044603,70.666756
2/18/2018,1.34,-0.8,-0.951229008,73.787,0.2971708,0.75848186,0.35895988,-0.005303081,46.55093
2/26/2018,1.34,-0.8,-0.632543446,153.84666,0.22752064,1.4664962,0.73564255,-0.002794768,66.402626
3/6/2018,-1.38,2.4,2.694423467,106.86993,1.0453122,0.9137448,0.051469453,0.001874093,49.61384
3/14/2018,-1.38,2.4,-1.078000898,4.2393284,-0.28766114,0.26599154,-0.59715545,0.000245496,35.986156
3/22/2018,-1.38,2.4,3.41824852,-74.80872,1.2832167,0.79838943,-3.3235428,-0.00093863,36.26682
3/30/2018,-1.38,2.4,0.972634467,309.49203,0.35913146,0.7955131,-1.8762571,-0.004589602,36.50013
4/7/2018,1.2,0.8,-0.563583711,178.99374,-1.1982661,0.48560113,4.1335106,-0.009516283,37.015648
4/15/2018,1.2,0.8,0.467190185,91.45374,-0.39487997,-0.10190937,-1.1696415,-0.007126804,17.59777
4/23/2018,1.2,0.8,-0.004819445,186.1812,0.94522685,0.3839415,-2.510649,-0.006078092,11.861049
5/1/2018,2.02,0.6,-1.160211618,175.99333,-0.528728,0.07291753,2.0151908,-0.005477548,27.3544
5/9/2018,2.02,0.6,-0.230785357,135.81136,-0.39453602,-0.04907132,0.4002595,-0.00431122,8.307042
5/17/2018,2.02,0.6,1.046304231,-108.04971,0.36803097,0.106166236,0.6571149,-0.005348361,9.178113
5/25/2018,2.02,0.6,1.651972827,68.68562,1.0031892,0.24250516,9.948807,-0.00886827,2.2468429
6/2/2018,1.41,-0.2,-1.519648345,197.8097,0.1744452,0.42684516,9.730936,-0.011587179,0.31167537
6/10/2018,1.41,-0.2,0.372520414,-133.72667,-0.07447267,0.07638127,-2.7983022,-0.016165568,0.10388588
6/18/2018,1.41,-0.2,-0.69202315,-55.28593,0.75449747,0.48795524,-8.858675,-0.019264352,0.01790988
6/26/2018,1.41,-0.2,0.788846398,-111.26682,-0.50722504,-0.064485185,2.112409,-0.020547966,0.077318065
7/4/2018,1.42,0.4,0.851357006,-140.3231,0.5231074,0.09039064,-0.100097835,-0.015474208,0.06314241
7/12/2018,1.42,0.4,-0.986769713,-59.315018,0.4561404,0.19463722,6.9161854,-0.014028143,0.067343205
7/20/2018,1.42,0.4,-0.500451608,71.531105,0.38457933,-0.013945978,-7.878977,-0.003917824,0.040081102
7/28/2018,1.42,0.4,0.468021588,36.889275,-0.13458413,-0.40707967,-9.252766,0.006481503,0.18458094
8/5/2018,2.4,-0.5,-1.556806946,166.87914,0.32909533,0.008036894,-2.1379185,0.007754421,0.500769
8/13/2018,2.4,-0.5,-1.787717063,-61.203613,0.07754062,0.04919047,7.1723537,0.011375841,0.20203695
8/21/2018,2.4,-0.5,-0.412428041,65.73116,-0.4089696,-0.25102973,0.8827002,0.013512041,0.073129356
8/29/2018,2.4,-0.5,-0.578074338,33.05415,-0.19585544,-0.13974181,-6.3566313,0.01684772,0.23522434
9/6/2018,1.78,-1.5,1.823773265,25.05262,0.9371468,0.17159775,-17.122467,0.020992557,0.2297144
9/14/2018,1.78,-1.5,-0.118323057,9.254822,0.5567838,-0.5000729,-4.317565,0.021831242,0.42011324
9/22/2018,1.78,-1.5,1.785656759,230.63205,0.25221112,0.12144206,-9.071972,0.018178314,1.5620791
9/30/2018,1.78,-1.5,1.699508834,91.92882,0.5613257,-0.21689148,5.5493393,0.015171642,70.75607
10/8/2018,1.53,0.6,1.427174171,-243.04066,-0.12420248,-1.3040916,7.452368,0.008760927,11.665692
10/16/2018,1.53,0.6,2.288754255,-61.874256,0.27563435,-0.84697515,-7.9317393,0.003506668,31.82745
10/24/2018,1.53,0.6,0.529051822,-139.4668,0.4118084,-0.040505186,-4.479662,-0.001861898,22.34274
11/1/2018,-0.25,-0.1,-0.984100185,29.625696,0.18985648,-0.82493615,-4.83635,-0.005799093,27.266302
11/9/2018,-0.25,-0.1,-1.697088126,-246.87337,-0.12381942,-0.19822659,-0.044669952,-0.00479626,14.624225
11/17/2018,-0.25,-0.1,-1.150887238,-96.64007,-0.050836436,-0.120407104,-0.9010929,-0.004833514,4.7273045
11/25/2018,-0.25,-0.1,-1.111907389,382.11462,0.23519999,0.24998078,-6.875082,-0.002991351,2.5572937
12/3/2018,0.48,1.7,1.211193186,44.68902,-0.26195252,-0.079806365,-0.59474456,-0.003605358,0.91478086
12/11/2018,0.48,1.7,-0.165986264,-342.8312,-0.13226654,-0.49505758,9.771526,-0.005805073,0.83699244
12/19/2018,0.48,1.7,-1.242410203,246.09798,-0.5012359,-0.4360566,-1.5571765,-0.005778557,0.3535161
12/27/2018,0.48,1.7,-1.690131593,-273.32825,0.49188432,-0.7638584,-1.6151463,-0.007498148,0.55999804
1/1/2019,0.18,-0.1,-0.795724824,223.26227,0.50128794,-0.04662197,-0.4646716,-0.008536692,1.8172816
1/9/2019,0.18,-0.1,-6.858288209,70.55809,0.01714771,-0.17461932,-2.2057605,-0.006764324,1.5555704
1/17/2019,0.18,-0.1,-3.486099716,28.55723,0.039864928,-0.07235233,1.2397274,-0.005856848,1.4183724
1/25/2019,0.18,-0.1,4.352974225,-17.158792,-0.14407583,-0.5850061,-0.13113326,-0.00668915,14.672561
2/2/2019,-0.11,-2.3,-0.35413749,-25.835548,-0.6831912,-0.39367238,3.3246539,-0.002275023,27.339771
2/10/2019,-0.11,-2.3,-0.540299821,261.73227,-0.7201048,-0.40621883,1.8161505,2.33E-06,46.356174
2/18/2019,-0.11,-2.3,-4.62767994,-408.56113,-0.86189467,-0.86234564,1.375172,0.006799187,28.147614
2/26/2019,-0.11,-2.3,0.753237769,-532.1589,-1.4303745,-1.6178206,3.498976,0.00944204,44.79859
3/6/2019,0.89,-0.5,-3.057381348,-123.85746,-0.9621607,-1.4926226,-3.3103752,0.011723141,33.638042
3/14/2019,0.89,-0.5,5.126451659,259.876,-0.7008949,-1.0065117,-1.7870559,0.010527863,49.277813
3/22/2019,0.89,-0.5,1.708144213,103.64389,-0.38230175,-0.72574604,-2.7120044,0.003783876,32.268776
3/30/2019,0.89,-0.5,-1.494859115,272.25504,0.68534666,0.12238858,-3.099887,0.00258585,31.333736
4/7/2019,0.36,0.2,0.870770081,123.74552,-0.38101858,0.2883087,-2.064208,-0.006562532,37.84431
4/15/2019,0.36,0.2,2.167102167,188.30768,-1.01899,-0.2546094,-0.63543195,-0.006028148,56.190254
4/23/2019,0.36,0.2,-1.019610345,230.20348,0.46708417,0.26357293,3.6256256,-0.004463693,19.473925
5/1/2019,-2.38,-0.7,2.251701654,-67.48624,0.50217086,-0.25712785,-0.82988006,-0.007012917,21.018343
5/9/2019,-2.38,-0.7,2.09614977,52.988373,0.03216748,-0.20003037,-11.959925,-0.012618501,12.61307
5/17/2019,-2.38,-0.7,3.131495896,-2.982222,-0.29593453,-0.040543273,-15.584792,-0.019763803,6.107395
5/25/2019,-2.38,-0.7,0.597040959,81.25245,1.4818434,0.20740765,-11.57066,-0.025532858,4.8380017
6/2/2019,-0.79,-0.7,-1.309743116,109.08535,1.3729565,0.5685435,-1.4097743,-0.030725827,2.0335228
6/10/2019,-0.79,-0.7,0.817768794,-23.474207,1.3993342,0.3561473,0.46687216,-0.033701047,0.64660615
6/18/2019,-0.79,-0.7,-0.889265834,-22.708368,-0.14082341,0.18379131,-6.3657107,-0.038114913,3.3106422
6/26/2019,-0.79,-0.7,-0.329363602,158.40176,0.8624693,0.32868004,-4.916458,-0.03722433,0.26204497
7/4/2019,-1.39,-0.6,-1.639322694,181.55614,0.19774054,0.017644249,5.372432,-0.035836022,0.15660478
7/12/2019,-1.39,-0.6,-0.470062367,195.917,1.0642309,0.13269673,-3.3631563,-0.026684828,15.400207
7/20/2019,-1.39,-0.6,-0.146635813,166.77568,0.8948794,0.37307477,3.0143652,-0.021605633,1.4363701
7/28/2019,-1.39,-0.6,-0.475268643,106.83638,0.41165352,0.23109387,2.9336627,-0.01881324,0.67817837
8/5/2019,-1.62,-0.2,-2.901246464,3.9255211,0.16766171,0.10388234,17.018036,-0.013315327,0.075508796
8/13/2019,-1.62,-0.2,-0.174939643,180.3357,-0.22415023,0.026195768,-1.4476265,-0.013243326,0.41130534
8/21/2019,-1.62,-0.2,0.840461455,81.51454,0.10380839,0.20875844,6.664225,-0.003870893,0.36731336
8/29/2019,-1.62,-0.2,0.899794292,170.84227,-0.11651968,0.5527768,9.972111,-0.000982977,0.072077684
9/6/2019,-0.01,-1.9,-1.32228111,8.61391,-0.25911728,0.36092412,6.527725,0.002454483,0.43708196
9/14/2019,-0.01,-1.9,-0.972156349,225.32135,0.035105422,0.11079898,1.9809531,0.005153109,1.0874457
9/22/2019,-0.01,-1.9,-1.890507695,286.02957,-0.1963124,0.19084312,13.292295,0.002508407,3.253286
9/30/2019,-0.01,-1.9,-0.011569278,61.054077,-1.2885416,0.17708813,-4.587964,0.006821607,4.7850714
10/8/2019,-1.03,-0.6,-0.235551176,38.852932,-0.45568618,0.11671812,-1.8391963,0.011448769,85.0242
10/16/2019,-1.03,-0.6,1.233615268,216.59573,-0.8566236,0.18438414,20.833084,0.014046172,21.729553
10/24/2019,-1.03,-0.6,1.712779484,-138.5771,-1.1402385,0.44311494,13.660303,0.017012646,21.04256
11/1/2019,0.16,-1.4,0.967275048,-21.566048,-1.2521739,0.37422705,5.1356416,0.015056132,14.815806
11/9/2019,0.16,-1.4,4.700761406,1.836608,-0.79058486,0.23837908,-5.4067793,0.012021886,23.469395
11/17/2019,0.16,-1.4,1.307031608,172.09288,-1.2263637,0.508084,-3.558935,0.011664666,6.357802
11/25/2019,0.16,-1.4,1.669804269,-28.804886,-0.9225184,-0.16883309,8.53411,0.012908286,3.3657115
12/3/2019,1.02,-0.9,0.596493803,46.51877,-0.39987358,-0.8284138,1.9995689,0.010798887,1.7778922
12/11/2019,1.02,-0.9,-0.922905791,-345.43472,-1.0982774,-0.1990049,-1.6256462,0.00771421,4.7604275
12/19/2019,1.02,-0.9,-0.067365759,53.11792,-1.0535674,-0.5051416,5.424351,0.009911559,3.6978936
12/27/2019,1.02,-0.9,-6.821436311,-120.46153,-1.0964324,-0.82852435,-2.5657902,0.007304106,1.2097645
1/1/2020,1.05,0.3,-2.725998792,-52.53285,-1.3191421,0.11611059,3.7480855,0.006341785,6.6919065
1/9/2020,1.05,0.3,-0.603962343,-218.47763,-0.82809305,-0.5717795,1.3507942,0.012576303,22.178858
1/17/2020,1.05,0.3,4.114755264,79.556725,-0.9501154,-0.6540557,0.055370566,0.012836566,18.339287
1/25/2020,1.05,0.3,-6.331937367,27.512419,-0.37543583,-0.81933403,-3.2628298,0.014516405,10.9703665
2/2/2020,0.98,-0.1,-2.405097272,88.19531,-0.23730128,-1.1327368,-2.4776886,0.017282872,20.493202
2/10/2020,0.98,-0.1,-4.824412569,262.78452,-0.1424244,-0.11427696,-0.2403881,0.013243737,29.74653
2/18/2020,0.98,-0.1,-4.071451866,435.45306,-0.2322466,0.10380848,-1.0201372,0.006105585,46.1924
2/26/2020,0.98,-0.1,-1.157779474,373.3138,-0.7898568,0.17526948,-1.7988455,0.003837399,51.716446
3/5/2020,0.66,-0.2,1.208320724,-200.9746,-1.2286063,-0.7062254,1.1402832,0.004475797,56.17091
3/13/2020,0.66,-0.2,0.286533721,340.70392,-0.85726947,-0.50465566,-1.5507995,0.007385181,44.745075
3/21/2020,0.66,-0.2,-2.584388706,28.08895,-2.046765,-0.52783746,0.6341094,0.010899607,67.38546
3/29/2020,0.66,-0.2,4.329441375,62.86454,-0.9528766,-0.64494467,-3.0411987,0.015393458,38.909336
4/6/2020,-1.26,0.3,0.891088758,133.77675,-0.57991683,-0.4838376,-4.9169493,0.012602266,24.30382
4/14/2020,-1.26,0.3,-0.439358891,326.77078,-0.96380377,0.006915997,0.06253029,0.01093967,27.631397
4/22/2020,-1.26,0.3,-2.487966307,0.023767965,-2.3101084,-0.6835938,5.8961563,0.012596306,27.586733
4/30/2020,-1.26,0.3,-2.090163973,259.80115,-1.1451064,-0.028293665,-1.4905723,0.010055166,29.434374
5/8/2020,-0.33,0.7,-2.475859287,150.95776,-0.93508136,-0.46058238,-0.5908548,0.011781989,5.7856255
5/16/2020,-0.33,0.7,1.854446475,-29.765686,0.10755259,-0.26233408,3.5636199,0.003066979,4.2854667
5/24/2020,-0.33,0.7,1.887250845,295.2484,0.49153668,-0.14998914,-2.7450044,-0.007360227,0.2932026
6/1/2020,0.16,-0.6,-0.403746775,156.2425,-1.6014779,-0.6056644,2.1809375,-0.016368518,0.7328699
6/9/2020,0.16,-0.6,0.449413835,104.12868,-0.36178297,-0.003294056,0.34083745,-0.016499676,1.2254485
6/17/2020,0.16,-0.6,0.176974148,14.485068,0.22940913,0.324218,-2.6205602,-0.01353797,0.5388993
6/25/2020,0.16,-0.6,-1.459456489,113.7679,0.20074865,0.33012238,2.2618134,-0.00993498,0.42683974
7/3/2020,-1.19,0.7,-1.351587478,127.70049,0.17174613,0.34710538,7.08871,-0.008788391,0.5942331
7/11/2020,-1.19,0.7,0.465710089,-28.662958,0.13213217,0.48876303,5.670667,-0.006269631,1.3698385
7/19/2020,-1.19,0.7,-1.635245458,119.00233,0.50452536,0.3123582,0.19826402,0.001086588,0.27515748
7/27/2020,-1.19,0.7,-0.162725088,209.96275,0.87281543,0.842562,7.9429135,0.009295762,0.09889434
8/4/2020,0.03,1.8,-0.221178125,-267.70053,0.2764583,0.5561303,16.002733,0.013651361,1.3932825
8/12/2020,0.03,1.8,-2.123550645,146.76704,0.51932406,0.40427688,4.998013,0.021065142,0.24446492
8/20/2020,0.03,1.8,-1.880062923,-13.57012,0.072049186,0.27498117,0.6391806,0.025291156,0.7105853
8/28/2020,0.03,1.8,0.142022302,-48.60426,-0.011675029,0.26568693,-7.4326878,0.029833617,0.17068729
9/5/2020,1.11,1.5,1.413903242,92.27647,0.592099,0.7539292,5.8016143,0.030861704,6.177862
9/13/2020,1.11,1.5,1.156217788,185.52351,0.4695205,0.67673105,10.214843,0.027590519,0.58537775
9/21/2020,1.11,1.5,-0.077116648,-8.6677885,0.2100212,0.26954257,6.7806463,0.023936765,3.5725095
9/29/2020,1.11,1.5,3.795343323,-175.1323,0.47475815,0.12334161,-4.492894,0.023645815,6.062982
10/7/2020,-0.2,0.8,0.529389348,107.661606,0.45435086,0.66836596,3.800768,0.020270068,92.18697
10/15/2020,-0.2,0.8,2.349255185,-36.29994,0.17733581,0.7379221,4.4355187,0.016643483,17.036419
10/23/2020,-0.2,0.8,2.009823598,-221.08754,0.15828721,0.59306884,-4.8252974,0.015119397,29.74301
10/31/2020,-0.2,0.8,4.60147059,74.823586,0.9391835,0.572018,-9.787968,0.009433043,15.300987
11/8/2020,2.54,1.1,0.494114201,355.7648,0.64093167,0.9361659,-0.45725456,0.006983244,7.457485
11/16/2020,2.54,1.1,-1.393596837,-98.85748,-0.46227705,-0.28342506,8.269785,0.007198778,5.288618
11/24/2020,2.54,1.1,2.176569089,-229.59921,-0.28160563,-0.09613556,3.0762913,0.007174194,3.1724536
12/2/2020,-0.37,3,-2.814371044,98.47203,-0.26093373,0.45231572,3.1633778,0.00889087,0.9446547
12/10/2020,-0.37,3,5.797575573,-154.68137,-0.49678767,-0.14867692,0.34580982,0.011315459,0.18105377
